mot	lemme
d'	de
apporter	apporter
réponse	réponse
travers	travers
ouvrage	ouvrage
fruit	fruit
d'	de
un	un
an	an
travail	travail
Que	que
faut	falloir
-il	il
dynamiser	dynamiser
l'	le
innovation	innovation
France	France
Après	après
avoir	avoir
posé	poser
diagnostic	diagnostic
réaliste	réaliste
sans	sans
concession	concession
constaté	constater
beaucoup	beaucoup
avait	avoir
France	France
d'	de
une	un
dizaine	dizaine
d'	de
années	année
soutenir	soutenir
l'	le
innovation	innovation
inciter	inciter
l'	le
industrie	industrie
travailler	travailler
ensemble	ensemble
financer	financer
innovation	innovation
via	via
crédit	crédit
impôt	impôt
recherche	recherche
Oseo	Oseo
l'	le
ANR	ANR
Agence	Agence
Nationale	Nationale
Recherche	recherche
ils	il
observé	observer
qu'	que
il	il
existait	exister
beaucoup	beaucoup
freins	frein
innovation	innovation
Un	un
frein	frein
culturel	culturel
commencer	commencer
Manifestement	manifestement
n'	ne
avons	avoir
culture	culture
l'	le
innovation	innovation
regrette	regretter
Guy	Guy
Delcroix	Delcroix
A	à
cela	celer
faut	falloir
ajouter	ajouter
certaine	certain
faiblesse	faiblesse
recherche	recherche
problèmes	problème
financement	financement
lourdeurs	lourdeur
administratives	administratif
subsistent	subsister
coût	coût
l'	le
innovation	innovation
reste	reste
élevé	élevé
management	management
l'	le
innovation	innovation
l'	le
entreprise	entreprise
semble	sembler
déficient	déficient
Il	il
multiplicité	multiplicité
causes	cause
concernant	concerner
déficit	déficit
France	France
termes	terme
d'	de
innovation	innovation
explique	expliquer
l'	le
animateur	animateur
Think	think
Tank	tank
Innovation	innovation
Partant	partir
constat	constat
celui-ci	celui-ci
propose	proposer
priorités	priorité
présentées	présenter
l'	le
ouvrage	ouvrage
sous	sou
forme	forme
d'	de
un	un
arbre	arbre
où	où
chaque	chaque
branche	branche
correspond	correspondre
priorité	priorité
elle-même	lui-même
ensuite	ensuite
déclinée	décliner
recommandations	recommandation
feuilles	feuille
branches	branche
font	faire
l'	le
objet	objet
propositions	proposition
concrètes	concret
développées	développer
corps	corps
rapport	rapport
Parmi	parmi
priorités	priorité
retiendra	retiendra
particulièrement	particulièrement
recommandant	recommander
créer	créer
France	France
culture	culture
fierté	fierter
l'	le
innovation	innovation
huitième	huitième
dernière	dernier
intitulée	intituler
innover	innover
service	service
d'	de
une	un
vision	vision
définir	définir
mettre	mettre
oeuvre	oeuvre
politique	politique
d'	de
innovation	innovation
industrielle	industriel
adaptée	adaptée
enjeux	enjeu
l'	le
économie	économie
mondiale	mondial
XXIème	XXIème
siècle	siècle
Deux	Deux
priorités	priorité
emblématiques	emblématique
travail	travail
qu'	que
il	il
urgent	urgent
d'	de
entreprendre	entreprendre
Un	un
travail	travail
titanesque	titanesque
n'	ne
en	en
douter	douter
France	France
devoir	devoir
mettre	mettre
chantier	chantier
elle	lui
veut	vouloir
sombrer	sombrer
profondeur	profondeur
classements	classement
mondiaux	mondial
l'	le
innovation	innovation
Partenariat	Partenariat
l'	le
INRA	inra
NewVectys	NewVectys
autour	autour
biotechnologies	biotechnologie
animales	animal
Créée	créée
près	près
ans	an
NewVectys	NewVectys
entreprise	entreprise
biotechnologie	biotechnologie
issue	issue
CNRS	CNRS
l'	le
Université	université
Pierre	Pierre
Marie	marie
Curie	curie
UPMC	UPMC
dernière	dernier
hébergeant	hébergeant
équipe	équipe
site	site
l'	le
hôpital	hôpital
Pitié	pitié
Salpêtrière	Salpêtrière
Paris	Paris
Spécialisée	spécialiser
l'	le
innovation	innovation
l'	le
ingénierie	ingénierie
génétique	génétique
NewVectys	NewVectys
vient	venir
signer	signer
l'	le
INRA	inra
convention	convention
partenariat	partenariat
vise	vise
non	non
seulement	seulement
renforcer	renforcer
collaborations	collaboration
scientifiques	scientifique
développer	développer
innovations	innovation
rupture	rupture
domaine	domaine
biotechnologies	biotechnologie
animales	animal
Pour	pour
renforcer	renforcer
mise	mise
oeuvre	oeuvre
partenariat	partenariat
NewVectys	NewVectys
prépare	préparer
l'	le
installation	installation
d'	de
une	un
équipe	équipe
R&D	r&d
biotechnologies	biotechnologie
animales	animal
Centre	centre
INRA	inrer
Tours	tour
Parallèlement	parallèlement
partenariat	partenariat
prévoit	prévoir
l'	le
organisation	organisation
séminaires	séminaire
colloques	colloque
destinés	destiner
équipes	équipe
nationales	national
internationales	international
l'	le
objectif	objectif
favoriser	favoriser
translationnelle	translationnell
fondamentale	fondamental
jusqu'	jusque
à	à
mise	mise
point	point
solutions	solution
thérapeutiques	thérapeutique
humaines	humain
vétérinaires	vétérinaire
C'	ce
est	être
novembre	novembre
dernier	dernier
Centre	centre
INRA	inrer
Tours	tour
partenariat	partenariat
NewVectys	NewVectys
l'	le
Unité	unité
d'	de
Infectiologie	infectiologie
Animale	animal
Santé	santé
Publique	public
IASP	IASP
Département	Département
Santé	santé
Animale	animal
l'	le
INRA	INRA
membre	membre
Cluster	cluster
Recherche	recherche
Infectiologie	infectiologie
Région	région
Centre	centre
organisé	organiser
Séminaire	séminaire
international	international
dédié	dédier
dernières	dernier
avancées	avancée
l'	le
ingénierie	ingénierie
génétique	génétique
applications	application
biotechnologies	biotechnologie
animales	animal
HélioBiotec	héliobiotec
plateforme	plateform
biocarburants	biocarburant
3e	troisième
génération	génération
Utilisant	utiliser
photosynthèse	photosynthèse
certaines	certain
cyanobactéries	cyanobactérie
peuvent	pouvoir
conditions	condition
spécifiques	spécifique
produire	produire
l'	le
hydrogène	hydrogène
hydrocarbures	hydrocarbure
lipides	lipide
Les	le
algues	algue
peuvent	pouvoir
accumuler	accumuler
jusqu'	jusque
à	à
%	pourcent
poids	poids
sec	sec
réserve	réserv
Or	or
croissance	croissance
rapide	rapide
rendements	rendement
surfaciques	surfacique
élevés	élevé
organismes	organisme
présentent	présenter
enjeu	enjeu
important	important
matière	matière
énergétique	énergétique
A	avoir
surface	surface
égale	égal
certaines	certain
espèces	espèce
pourraient	pouvoir
produit	produit
dix	dix
vingt	vingt
biodiesel	biodiesel
cultures	culture
terrestres	terrestre
colza	colza
tournesol	tournesol
D'	de
où	où
recherches	recherche
menées	mener
dizaine	dizaine
d'	de
années	année
équipes	équipe
CEA	cea
Cadarache	Cadarache
recherches	recherche
visant	viser
sélectionner	sélectionner
organismes	organisme
prometteurs	prometteur
étudier	étudier
métabolisme	métabolisme
optimiser	optimiser
mécanismes	mécanisme
biologiques	biologique
accroître	accroître
part	part
production	production
d'	de
énergie	énergie
activité	activité
naturelle	naturel
C'	ce
est	être
contexte	contexte
qu'	que
à	à
mise	mise
place	place
progressivement	progressivemer
plateforme	plateform
HélioBiotec	héliobiotec
installée	installer
Cadarache	Cadarache
département	département
Bouches-du-Rhône	Bouches-du-Rhône
vient	venir
d'	de
être	être
inaugurée	inaugurer
octobre	octobre
dernier	dernier
Hébergé	héberger
Laboratoire	laboratoire
Bioénergétique	Bioénergétique
Biotechnologie	Biotechnologie
Bactéries	bactérie
Microalgues	Microalgues
LB3	lb3
M	m
Unité	unité
Mixte	Mixte
Recherche	recherche
CEA	CEA
CNRS	CNRS
Université	université
d'	de
Aix	Aix
Marseille	Marseille
HélioBiotec	héliobiotec
bénéficié	bénéficier
financements	financement
importants	important
Contrat	contrat
Etat	etat
Région	Région
Fonds	fonds
Européen	européen
Développement	développement
Régional	Régional
FEDER	FEDER
regroupe	regrouper
trentaine	trentaine
autour	autour
d'	de
équipements	équipement
pointe	pointe
Science	science
Europe	Europe
l'	le
émergence	émergence
d'	de
un	un
Espace	espace
européen	européen
recherche	recherche
Le	le
octobre	octobre
dernier	dernier
Berlin	Berlin
né	naître
Science	science
Europe	Europe
regroupement	regroupement
agences	agence
financement	financement
organismes	organisme
issus	issu
pays	pays
européens	européen
basé	baser
Bruxelles	Bruxelles
Son	son
objectif	objectif
promouvoir	promouvoir
intérêts	intérêt
membre	membre
renforcer	renforcer
européenne	européen
participer	participer
l'	le
Espace	espace
européen	européen
recherche	recherche
Ainsi	ainsi
vocation	vocation
accélérer	accélérer
mise	mise
oeuvre	oeuvre
actions	action
feuille	feuill
route	route
réalisation	réalisation
établie	établie
EuroHORCS	eurohorc
European	European
Heads	Heads
of	of
Research	Research
Councils	Councils
l'	le
association	association
européenne	européen
dirigeants	dirigeant
organismes	organisme
agences	agence
financements	financement
dissoute	dissoudre
octobre	octobre
dernier	dernier
l'	le
European	European
Science	Science
Foundation	foundation
ESF	esf
Présidé	Présidé
Paul	Paul
Boyle	Boyle
dirige	dirige
l'	le
Economic	Economic
and	and
Social	Social
Research	Research
Council	Council
ESRC	ESRC
and	and
Research	Research
Council	Council
UK	UK
RCUK	rcuk
Science	science
Europe	Europe
compte	compte
Vice-Présidents	Vice-Présidents
André	André
Syrota	Syrota
Président	président
l'	le
INSERM	inserm
Ses	son
comités	comité
scientifiques	scientifique
couvriront	couvrir
toutes	tout
disciplines	discipline
compris	compris
sciences	science
humaines	humain
sociales	social
L'	le
intérêt	intérêt
grandissant	grandissant
santé	santé
Environ	environ
trente	trente
personnes	personne
travaillent	travailler
Le	le
Laboratoire	laboratoire
Biochimie	Biochimie
Métabolique	Métabolique
Nutritionnelle	nutritionnelle
LBMN	LBMN
dirige	dirige
professeur	professeur
Norbert	Norbert
Latruffe	Latruffe
l'	le
Unité	unité
Mixte	Mixte
Recherche	recherche
l'	le
INSERM	inserm
Dijon	Dijon
compte	compte
équipes	équipe
recherche	recherche
certaines	certain
impliquées	impliquer
projets	projet
labellisés	labelliser
pôle	pôle
compétitivité	compétitivité
Vitagora	Vitagora
Si	si
certains	certain
équipe	équipe
s'	se
intéressent	intéresser
devenir	devenir
acides	acide
l'	le
intérieur	intérieur
cérébrales	cérébral
pathologies	pathologie
spécifiques	spécifique
telles	tel
leucodystrophies	leucodystrophie
d'	de
autres	autre
travaillent	travailler
effets	effet
bénéfiques	bénéfique
santé	santé
molécules	molécule
présentes	présent
vin	vin
polyphénols	polyphénol
Aujourd'hui	aujourd'hui
revue	revue
internationale	international
Molecular	Molecular
Nutrition	nutrition
&	et
Food	Food
Research	Research
publie	publier
résultats	résultat
d'	de
une	un
étude	étude
menée	mener
l'	le
équipe	équipe
Norbert	Norbert
Latruffe	Latruffe
collaboration	collaboration
Centre	centre
hospitalier	hospitalier
Montbard	Montbard
docteur	docteur
Jean-Pierre	Jean-Pierre
Rifler	Rifler
médecin	médecin
urgentiste	urgentiste
résultats	résultat
tendent	tendre
montrer	montrer
effets	effet
positifs	positif
d'	de
une	un
consommation	consommation
modérée	modérer
chez	chez
post-opérés	post-opéré
d'	de
un	un
myocarde	myocarde
Cela	celer
vingtaine	vingtaine
d'	de
années	année
Norbert	Norbert
Latruffe	Latruffe
venu	venir
s'	se
installer	installer
Bourgogne	Bourgogne
travailler	travailler
initialement	initialement
toxicité	toxicité
certaines	certain
molécules	molécule
l'	le
environnement	environnement
résidus	résidu
l'	le
agrochimie	agrochimie
chimie	chimie
chimie	chimie
pharmaceutique	pharmaceutique
ayant	avoir
activité	activité
prolifération	prolifération
hépatique	hépatique
peroxysomes	peroxysome
Ces	ce
recherches	recherche
toxicologie	toxicologie
conduit	conduire
développer	développer
tests	test
fiables	fiable
qu'	que
il	il
facile	facile
ensuite	ensuite
d'	de
adapter	adapter
domaines	domaine
l'	le
alimentation	alimentation
nutrition	nutrition
explique	expliquer
-t	-t
-il	il
Dans	dans
région	région
abrite	abriter
l'	le
un	un
vignobles	vignoble
réputés	réputé
planète	planèt
c'	ce
est	être
naturellement	naturellement
route	route
bourguignon	bourguignon
d'	de
adoption	adoption
croisé	croiser
celle	celui
l'	le
a	avoir
amené	amener
s'	se
y	y
intéresser	intéresser
près	près
douzaine	douzaine
d'	de
années	année
Toutes	Toutes
Terre	terre
produisent	produire
polyphénols	polyphénol
On	on
compterait	compter
types	type
différents	différent
nature	nature
C'	ce
est	être
elles	lui
moyen	moyen
défendre	défendre
vis-à-vis	vis-à-vis
d'	de
agents	agent
infectieux	infectieux
rayonnement	rayonnemer
hydrique	hydrique
moyen	moyen
communication	communication
lié	lier
fécondation	fécondation
via	via
insectes	insecte
oiseaux	oiseau
rappelle	rappeler
Norbert	Norbert
Latruffe	Latruffe
Beaucoup	beaucoup
sensible	sensible
qu'	que
une	un
majorité	majorité
environnement	environnement
pathogènes	pathogène
type	type
champignons	champignon
microscopiques	microscopique
capable	capable
pousser	pousser
endroits	endroit
ensoleillés	ensoleillé
connaissent	connaître
sécheresse	sécheresse
vigne	vigne
produit	produit
nombre	nombre
important	important
polyphénols	polyphénol
Très	très
rapidement	rapidement
je	je
me	me
suis	être
pris	prendre
jeu	jeu
reconnaît	reconnaître
-il	il
L'	le
intérêt	intérêt
n'	ne
a	avoir
cessé	cesser
grandir	grandir
dernières	dernier
années	année
parce	parce
qu'	que
ils	il
d'	de
excellents	excellent
anti-oxydants	anti-oxydant
De	de
retour	retour
cinquième	cinquième
édition	édition
l'	le
International	international
Conférence	conférence
Polyphenols	polyphenol
and	and
Health	Health
s'	se
est	être
déroulée	dérouler
Sitges	sitge
près	près
Barcelone	Barcelone
octobre	octobre
Norbert	Norbert
Latruffe	Latruffe
note	note
véritable	véritable
engouement	engouement
famille	famille
molécules	molécule
La	le
communauté	communauté
scientifique	scientifique
l'	le
industrie	industrie
s'	se
intéressent	intéresser
famille	famille
molécules	molécule
semblent	sembler
jouer	jouer
rôle	rôle
important	important
domaine	domaine
l'	le
alimentation	alimentation
observe	observer
-t	-t
-il	il
D'	de
où	où
nécessité	nécessité
s'	se
y	y
investir	investir
n'	ne
a	avoir
cessé	cesser
l'	le
équipe	équipe
dijonnaise	dijonnais
d'	de
une	un
décennie	décennie
avec	avec
clé	cler
résultats	résultat
significatifs	significatif
polyphénol	polyphénol
spécifique	spécifique
vigne	vigne
resvératrol	resvératrol
Dernier	dernier
exemple	exemple
date	date
ceux	celui
publient	publient
revue	revue
internationale	international
Molecular	Molecular
Nutrition	nutrition
&	et
Food	Food
Research	Research
vol	vol
octobre	octobre
fruits	fruit
d'	de
une	un
étude	étude
originale	original
menée	mener
l'	le
équipe	équipe
Norbert	Norbert
Latruffe	Latruffe
collaboration	collaboration
Centre	centre
hospitalier	hospitalier
Montbard	Montbard
l'	le
un	un
médecins	médecin
urgentistes	urgentiste
docteur	docteur
Jean-Pierre	Jean-Pierre
Rifler	Rifler
Il	il
s'	se
agissait	agir
d'	de
explorer	explorer
effets	effet
prise	prise
rouge	rouge
paramètres	paramètre
sanguins	sanguin
chez	chez
post-opérés	post-opéré
d'	de
un	un
myocarde	myocarde
L'	le
originalité	originalité
étude	étude
était	être
voir	voir
l'	le
on	on
observait	observer
prévention	prévention
secondaire	secondaire
chez	chez
sujets	sujet
avait	avoir
myocarde	myocarde
précise	préciser
l'	le
universitaire	universitaire
bourguignon	bourguignon
personnes	personne
volontaires	volontaire
hommes	homme
femmes	femme
d'	de
une	un
soixantaine	soixantaine
d'	de
années	année
plus	plus
ayant	avoir
tous	tout
myocarde	myocarde
participé	participer
étude	étude
Réparties	répartie
groupes	groupe
l'	le
un	un
personnes	personne
l'	le
autre	autre
celles-ci	celui-ci
soumises	soumise
durant	durer
semaines	semaine
milieu	milieu
hospitalier	hospitalier
régime	régime
alimentaire	alimentaire
apparenté	apparenter
type	type
dit	dire
méditerranéen	méditerranéen
c'	ce
est	est
à	à
dire	dire
constitué	constituer
l'	le
essentiel	essentiel
d'	de
huile	huile
d'	de
olive	olive
poisson	poisson
fruits	fruit
légumes	légume
consommation	consommation
fromage	fromage
relativement	relativement
peu	peu
élevée	élevé
Chaque	chaque
personne	personne
groupe	groupe
recevait	recevoir
rouge	rouge
chaque	chaque
repas	repas
personnes	personne
groupe	groupe
témoin	témoin
buvaient	buvaient
l'	le
eau	eau
Nous	nous
avons	avoir
pu	pouvoir
observer	observer
cholestérolémie	cholestérolémie
totale	total
diminué	diminuer
façon	façon
significative	significatif
chez	chez
personnes	personne
groupe	groupe
test	test
Par	par
ailleurs	ailleurs
tests	test
Michel	Michel
Prost	Prost
l'	le
entreprise	entreprise
locale	local
Lara	Lara
Spiral	Spiral
permis	permettre
constater	constater
augmentation	augmentation
là	là
significative	significatif
antioxydants	antioxydant
Parallèlement	parallèlement
noté	noté
amélioration	amélioration
fluidité	fluidité
membrane	membrane
globules	globule
rouges	rouge
groupe	groupe
buveurs	buveur
vin	vin
résume	résumer
-t	-t
-il	il
Des	un
résultats	résultat
extrêmement	extrêmement
encourageants	encourageant
incitent	inciter
l'	le
équipe	équipe
Norbert	Norbert
Latruffe	Latruffe
proposer	proposer
nouvelle	nouveau
étude	étude
gestation	gestation
Nous	nous
envisageons	envisager
suivi	suivre
personnes	personne
troisième	troisième
âge	âge
maisons	maison
retraite	retraite
notre	notre
objectif	objectif
voir	voir
consommation	consommation
modérée	modérer
pourrait	pouvoir
avoir	avoir
effets	effet
bénéfiques	bénéfique
vieillissement	vieillissemer
dégénérescences	dégénérescence
dues	devoir
l'	le
âge	âge
indique	indique
-t	-t
-il	il
Des	un
agents	agent
protecteurs	protecteur
contre	contre
neurotoxicité	neurotoxicité
mercure	mercure
Déjà	déjà
connus	connu
rôle	rôle
l'	le
infection	infection
l'	le
inflammation	inflammation
protecteur	protecteur
vis-à-vis	vis-à-vis
cerveau	cerveau
souris	souris
l'	le
alimentation	alimentation
contaminée	contaminer
mercure	mercure
C'	ce
est	être
l'	le
Unité	unité
Institut	Institut
Vision	Vision
l'	le
Inserm	Inserm
Laboratoire	Laboratoire
Environnements	environnement
Paléoenvironnements	paléoenvironnement
Océaniques	Océaniques
Continentaux	Continentaux
CNRS	CNRS
Universités	Universités
Bordeaux	Bordeaux
collaboration	collaboration
équipes	équipe
japonaises	japonais
viennent	venir
montrer	montrer
résultats	résultat
publiés	publier
revue	revue
Toxicological	toxicological
Sciences	science
d'	de
octobre	octobre
dernier	dernier
Rappelons	Rappelons
métaux	métal
lourds	lourd
parmi	parmi
lesquels	lequel
trouve	trouver
mercure	mercure
éléments	élément
chimiques	chimique
extrêmement	extrêmement
polluants	polluant
Ainsi	ainsi
méthylmercure	méthylmercur
MeHg	mehg
dérivé	dériver
mercure	mercure
agit	agir
différents	différent
organes	organe
rein	rein
organes	organe
reproducteurs	reproducteur
cerveau	cerveau
Les	le
étudié	étudier
effets	effet
neurotoxiques	neurotoxique
MeHg	mehg
blocage	blocage
possible	possible
toxicité	toxicité
via	via
système	système
physiologique	physiologique
chimiokines	chimiokine
Pour	pour
faire	faire
ils	il
utilisé	utiliser
modèle	modèle
permis	permettre
reproduire	reproduir
chez	chez
souris	souris
l'	le
intoxication	intoxication
alimentaire	alimentaire
indiens	indien
Waynas	wayna
vivant	vivre
Guyane	Guyane
intoxication	intoxication
causée	causer
l'	le
activité	activité
d'	de
orpaillage	orpaillage
lessivage	lessivage
naturellement	naturellement
riches	riche
contaminent	contaminent
alimentaire	alimentaire
jusqu'	jusque
au	au
poisson	poisson
Aimara	Aimara
hoplias	hoplia
consomment	consomment
Waynas	Waynas
Une	un
perte	perte
d'	de
environ	environ
%	pourcent
nerveuses	nerveux
cortex	cortex
souris	souris
contaminées	contaminée
MeHg	mehg
observée	observer
dès	dès
mois	mois
traitement	traitement
croquettes	croquette
contenant	contenir
chair	chair
poisson	poisson
Aimara	Aimara
hoplias	hoplia
contaminé	contaminer
pêché	pêcher
Guyane	Guyane
Une	un
seconde	second
partie	partie
étude	étude
permis	permettre
montrer	montrer
CCL2	ccl2
chimiokine	chimiokine
protecteur	protecteur
vis-à-vis	vis-à-vis
neurotoxicté	neurotoxicter
mercure	mercure
Rappelons	Rappelons
petites	petit
protéines	protéine
connues	connu
initialement	initialement
participer	participer
système	système
immunitaire	immunitaire
maturation	maturation
migration	migration
leucocytes	leucocyte
l'	le
infection	infection
l'	le
inflammation	inflammation
Cela	celer
dit	dire
montré	montrer
nerveuses	nerveux
neurones	neurone
gliales	glial
peuvent	pouvoir
fabriquer	fabriquer
libérer	libérer
chimiokines	chimiokine
parmi	parmi
lesquelles	lequel
CCL2	ccl2
jouer	jouer
rôle	rôle
neuromédiateur	neuromédiateur
cerveau	cerveau
Ainsi	ainsi
observé	observer
MeHg	MeHg
induisait	induire
diminution	diminution
concentrations	concentration
CCL2	ccl2
cortex	cortex
qu'	que
une	un
activation	activation
microglies	microglie
Précisons	précison
souris	souris
dépourvues	dépourvu
gène	gèn
CCL2	ccl2
présentent	présenter
perte	perte
neurones	neurone
%	pourcent
perte	perte
exacerbée	exacerber
MeHg	mehg
suggère	suggèr
présence	présence
chimiokine	chimiokine
nécessaire	nécessaire
survie	survie
neuronale	neuronal
conditions	condition
normales	normal
Parallèlement	parallèlement
expériences	expérience
in	in
vivo	vivo
réalisé	réaliser
études	étude
cultures	culture
neurones	neurone
montré	montrer
blocage	blocage
transmission	transmission
CCL2	ccl2
augmentait	augmenter
mort	mort
neuronale	neuronal
induite	induire
MeHg	mehg
via	via
mécanisme	mécanisme
intervenir	intervenir
système	système
d'	de
oxydoréduction	oxydoréduction
La	le
chimiokine	chimiokine
CCL2	ccl2
agit	agir
système	système
d'	de
alarme	alarme
neuroprotecteur	neuroprotecteur
déficits	déficit
neuronaux	neuronau
induits	induire
MeHg	mehg
Le	le
changement	changement
climatique	climatique
menace	menacer
forêts	forêt
plaine	plaine
Publiés	Publiés
Nature	nature
d'	de
octobre	octobre
dernier	dernier
résultats	résultat
d'	de
une	un
étude	étude
menée	mener
d'	de
AgroParisTech	agroparistech
l'	le
Inra	Inra
l'	le
Université	université
d'	de
Aarhus	Aarhus
Danemark	Danemark
CNRS	CNRS
l'	le
Université	université
Strasbourg	Strasbourg
l'	le
Inventaire	inventaire
Forestier	Forestier
National	national
soutien	soutien
financier	financier
l'	le
Ademe	ademe
Région	région
Lorraine	Lorraine
révèlent	révèlent
espèces	espèce
végétales	végétal
forêts	forêt
seraient	être
peu	peu
réactives	réactif
face	face
réchauffement	réchauffemer
climatique	climatique
Aussi	aussi
devraient	devoir
elles	lui
particulièrement	particulièrement
vulnérables	vulnérable
prochaines	prochain
décennies	décennie
Jusqu'	jusque
à	à
présent	présent
s'	se
étaient	être
surtout	surtout
intéressés	intéresser
espèces	espèce
montagne	montagn
celles-ci	celui-ci
considérées	considérer
vulnérables	vulnérable
réchauffement	réchauffemer
climatique	climatique
Ainsi	ainsi
étude	étude
réalisée	réaliser
d'	de
AgroParisTech	agroparistech
l'	le
Inra	inra
CNRS	CNRS
avait	avoir
montré	montrer
montagnardes	montagnard
avaient	avoir
commencé	commencer
migrer	migrer
altitude	altitude
suite	suite
l'	le
augmentation	augmentation
température	température
Mais	mais
comparant	comparer
changements	changement
espèces	espèce
observés	observer
communautés	communauté
végétales	végétal
ceux	celui
communautés	communauté
montagne	montagn
constaté	constater
premières	premier
moins	moins
réactives	réactif
face	face
changement	changement
climatique	climatique
rend	rendre
évidemment	évidemment
vulnérables	vulnérable
Selon	selon
chercheurs	chercheur
raisons	raison
principales	principal
peuvent	pouvoir
expliquer	expliquer
manque	manque
réactivité	réactivité
part	part
espèces	espèce
plaine	plaine
La	le
espèces	espèce
adaptées	adapter
températures	température
chaudes	chaud
tolérantes	tolérant
réchauffement	réchauffemer
climatique	climatique
La	le
seconde	second
qu'	que
elles	lui
souffrent	souffrir
d'	de
une	un
grande	grand
fragmentation	fragmentation
habitat	habitat
rapport	rapport
communautés	communauté
végétales	végétal
forestières	forestier
montagne	montagn
Les	le
routes	route
zones	zone
d'	de
habitation	habitation
champs	champ
cultivés	cultiver
constituent	constituer
autant	autant
barrières	barrière
migration	migration
barrières	barrière
modes	mode
dispersion	dispersion
vent	vent
via	via
animaux	animal
permettent	permettre
toujours	toujours
traverser	traverser
La	le
troisième	troisième
raisons	raison
sans	sans
aucun	aucun
doute	doute
préoccupante	préoccupant
distance	distance
parcourir	parcourir
d'	de
une	un
génération	génération
suite	suite
retrouver	retrouver
favorable	favorable
développement	développement
Car	car
espèces	espèce
montagne	montagn
doivent	devoir
moyenne	moyenne
migrer	migrer
km	kilomètre
principalement	principalement
vers	vers
sommets	sommet
retrouver	retrouver
conditions	condition
température	température
identiques	identique
celles	celui
d'	de
avant	avant
réchauffement	réchauffemer
climatique	climatique
celles	celui
plaines	plaine
doivent	devoir
migrer	migrer
vers	vers
nord	nord
distances	distance
importantes	important
moyenne	moyenne
km	kilomètre
compenser	compenser
réchauffement	réchauffemer
similaire	similaire
Or	or
espèces	espèce
herbacées	herbacé
forestières	forestier
peuvent	pouvoir
difficilement	difficilement
compenser	compenser
hausse	hausse
température	température
observée	observer
migration	migration
naturelle	naturel
sachant	savoir
distance	distance
dispersion	dispersion
excède	excéder
rarement	rarement
quelques	quelque
centaines	centaine
mètres	mètre
chaque	chaque
année	année
D'	de
où	où
préoccupation	préoccupation
légitime	légitime
quant	quant
l'	le
équilibre	équilibre
flore	flor
climat	climat
semble	sembler
d'	de
ores	ore
brisé	briser
plaine	plaine
Un	un
composé	composé
chimique	chimique
capable	capable
contrôler	contrôler
croissance	croissance
cristaux	cristal
glace	glace
En	en
étudiant	étudier
synthèse	synthèse
matériaux	matériau
poreux	poreux
équipe	équipe
menée	mener
Sylvain	Sylvain
Deville	Deville
chercheur	chercheur
CNRS	CNRS
Laboratoire	laboratoire
Synthèse	Synthèse
Fonctionnalisation	fonctionnalisation
Céramiques	céramique
CNRS	CNRS
Saint	Saint
Gobain	Gobain
lauréat	lauréat
d'	de
une	un
bourse	bourse
ERC	ERC
junior	junior
collaboration	collaboration
Laboratoire	laboratoire
Matériaux	Matériaux
Ingénierie	ingénierie
Sciences	science
CNRS	CNRS
INSA	insa
Lyon	Lyon
Université	université
Claude	Claude
Bernard	Bernard
Lyon	Lyon
découvert	découvrir
l'	le
acetate	acetate
exerçait	exercer
contrôle	contrôle
croissance	croissance
cristaux	cristal
glace	glace
Utilisé	utiliser
d'	de
ordinaire	ordinaire
stabiliser	stabiliser
particules	particule
suspension	suspension
composé	composer
chimique	chimique
contrôle	contrôle
morphologie	morphologie
cristaux	cristal
glace	glace
obtenus	obtenir
après	après
congélation	congélation
d'	de
une	un
solution	solution
l'	le
associant	associant
l'	le
eau	eau
Des	un
résultats	résultat
d'	de
autant	autant
surprenant	surprenant
l'	le
acétate	acétate
sel	sel
c'	ce
est	est
à	à
dire	dire
composé	composer
ionique	ionique
constitué	constituer
cations	cation
d'	de
anions	anion
formant	former
produit	produit
neutre	neutre
sans	sans
charge	charge
nette	net
radicalement	radicalemer
différent	différent
macromolécules	macromolécule
ayant	avoir
propriétés	propriété
antigel	antigel
Jusqu'	jusque
à	à
présent	présent
composé	composer
n'	ne
était	être
connu	connaître
pouvant	pouvoir
contrôler	contrôler
croissance	croissance
cristaux	cristal
glace	glace
contrôle	contrôle
qui	qui
rappelons	rappelon
le	le
peut	pouvoir
s'	se
effectuer	effectuer
niveaux	niveau
Ainsi	ainsi
limitant	limiter
vitesse	vitesse
croissance	croissance
ralentit	ralentit
formation	formation
qu'	que
en	en
baissant	baissant
température	température
congélation	congélation
retarde	retarde
formation	formation
Mais	mais
l'	le
acétate	acétate
zirconium	zirconium
contrôle	contrôle
morphologie	morphologie
cristaux	cristal
glace	glace
implique	impliquer
interaction	interaction
directe	direct
ceux	celui
ci	ci
D'	de
où	où
surprise	surprise
d'	de
observer	observer
molécules	molécule
différentes	différent
l'	le
acétate	acétate
protéines	protéine
puissent	pouvoir
agir	agir
croissance	croissance
cristalline	cristallin
Une	un
découverte	découverte
d'	de
autant	autant
intéressante	intéressant
composé	composer
qu'	que
est	être
l'	le
acétate	acétate
zirconium	zirconium
comparé	comparer
équivalents	équivalent
naturels	naturel
synthétiques	synthétique
existant	existant
présente	présent
avantages	avantage
indéniables	indéniable
Il	il
peu	peu
coûteux	coûteux
produire	produire
stable	stable
simple	simple
facile	facile
d'	de
utilisation	utilisation
Autant	autant
d'	de
